problem_type;initial_state;goal_state;cstar
toh;['C', 'C', 'D', 'C', 'A', 'B', 'D', 'A', 'B', 'A', 'B', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'C', 'A', 'A', 'B', 'B', 'D', 'B', 'C', 'D', 'C', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'C', 'B', 'A', 'A', 'B', 'A', 'D', 'B', 'C', 'D', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'A', 'A', 'C', 'A', 'C', 'D', 'A', 'B', 'A', 'D', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'B', 'D', 'D', 'B', 'C', 'B', 'A', 'C', 'B', 'D', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'C', 'A', 'B', 'D', 'C', 'D', 'B', 'C', 'D', 'B', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'C', 'D', 'A', 'B', 'A', 'D', 'B', 'D', 'C', 'B', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'B', 'A', 'B', 'B', 'A', 'C', 'D', 'B', 'D', 'D', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'C', 'B', 'A', 'A', 'A', 'C', 'A', 'B', 'C', 'D', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'A', 'B', 'B', 'B', 'B', 'C', 'C', 'B', 'B', 'C', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'D', 'D', 'D', 'B', 'A', 'A', 'B', 'A', 'C', 'D', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'C', 'C', 'D', 'C', 'C', 'C', 'C', 'C', 'A', 'C', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'D', 'B', 'A', 'B', 'C', 'A', 'B', 'A', 'D', 'A', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'B', 'C', 'D', 'C', 'B', 'C', 'A', 'B', 'B', 'A', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'B', 'C', 'B', 'B', 'C', 'A', 'C', 'C', 'C', 'D', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'A', 'C', 'C', 'A', 'A', 'B', 'B', 'C', 'C', 'C', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'A', 'A', 'B', 'C', 'C', 'D', 'A', 'B', 'D', 'B', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'C', 'A', 'D', 'B', 'B', 'D', 'B', 'C', 'B', 'B', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'A', 'C', 'D', 'B', 'A', 'C', 'D', 'A', 'B', 'A', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'A', 'A', 'C', 'C', 'A', 'A', 'D', 'B', 'B', 'B', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'B', 'B', 'C', 'D', 'C', 'B', 'C', 'D', 'C', 'D', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'C', 'B', 'B', 'A', 'A', 'B', 'B', 'C', 'C', 'D', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'A', 'A', 'A', 'B', 'C', 'A', 'B', 'C', 'D', 'A', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'C', 'D', 'B', 'C', 'C', 'D', 'A', 'B', 'C', 'D', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'B', 'C', 'D', 'C', 'A', 'A', 'D', 'B', 'B', 'C', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'C', 'A', 'D', 'B', 'A', 'A', 'D', 'C', 'A', 'B', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'B', 'D', 'D', 'B', 'C', 'C', 'D', 'C', 'A', 'B', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['B', 'A', 'B', 'C', 'A', 'C', 'A', 'B', 'A', 'B', 'D', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'D', 'A', 'D', 'D', 'A', 'C', 'D', 'B', 'A', 'B', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'B', 'C', 'A', 'C', 'A', 'C', 'A', 'C', 'A', 'C', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'A', 'C', 'A', 'B', 'D', 'B', 'D', 'A', 'A', 'C', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'C', 'D', 'A', 'D', 'C', 'A', 'C', 'C', 'A', 'D', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'A', 'D', 'D', 'B', 'A', 'D', 'B', 'D', 'D', 'A', 'A'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'C', 'D', 'A', 'C', 'B', 'C', 'D', 'C', 'A', 'D', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'A', 'D', 'D', 'B', 'A', 'C', 'C', 'C', 'B', 'C', 'B'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'A', 'C', 'A', 'A', 'B', 'B', 'B', 'A', 'B', 'B', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['D', 'A', 'B', 'D', 'D', 'A', 'C', 'D', 'C', 'D', 'B', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['A', 'C', 'B', 'D', 'D', 'D', 'D', 'A', 'C', 'A', 'C', 'C'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'B', 'A', 'B', 'D', 'C', 'B', 'B', 'C', 'D', 'B', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
toh;['C', 'B', 'C', 'A', 'C', 'B', 'B', 'D', 'A', 'C', 'A', 'D'];['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D'];
