problem_type;initial_state;goal_state;cstar
pancake;[5, 6, 8, 12, 11, 3, 14, 1, 4, 2, 9, 7, 13, 10];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[7, 4, 1, 3, 5, 8, 11, 13, 9, 2, 6, 12, 14, 10];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[5, 4, 11, 10, 7, 14, 9, 2, 3, 1, 8, 13, 12, 6];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[14, 7, 9, 6, 1, 5, 11, 3, 13, 2, 10, 4, 8, 12];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[11, 8, 5, 4, 13, 7, 2, 14, 6, 9, 12, 1, 3, 10];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[3, 14, 10, 8, 7, 2, 6, 11, 12, 5, 9, 13, 4, 1];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[12, 10, 4, 6, 2, 11, 3, 9, 13, 7, 14, 8, 5, 1];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[4, 12, 9, 13, 3, 1, 7, 5, 6, 8, 2, 10, 11, 14];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[12, 14, 1, 8, 9, 4, 3, 2, 11, 10, 6, 7, 13, 5];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[7, 6, 2, 9, 11, 8, 1, 10, 4, 5, 14, 3, 13, 12];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[5, 11, 3, 2, 14, 1, 10, 7, 6, 12, 8, 9, 4, 13];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[7, 4, 1, 13, 9, 5, 3, 14, 10, 8, 12, 6, 11, 2];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[14, 10, 4, 8, 7, 3, 6, 5, 13, 2, 9, 11, 12, 1];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[4, 8, 14, 1, 12, 6, 2, 11, 5, 3, 10, 9, 13, 7];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[4, 10, 13, 14, 7, 8, 11, 1, 6, 3, 2, 12, 5, 9];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[14, 5, 1, 8, 6, 9, 7, 11, 3, 13, 4, 12, 10, 2];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[13, 6, 10, 11, 9, 3, 7, 1, 8, 5, 4, 12, 2, 14];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[11, 2, 13, 10, 12, 4, 7, 8, 6, 3, 9, 1, 14, 5];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[7, 5, 13, 3, 10, 1, 2, 9, 11, 8, 4, 14, 6, 12];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
pancake;[1, 9, 14, 10, 8, 4, 3, 5, 6, 2, 12, 7, 13, 11];[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14];
